target;text
neutral;Today the orange scissors are the iconic symbol of the excellent ergonomic design and superior quality associated with every product from Fiskars .
neutral;We have sound experience of project deliveries for large multi-purpose complexes and sports arenas '' , says Sami Eronen , SVP , Infrastructure and Northern Europe , Ruukki Construction .
neutral;Weber convinced his friend Ray Ostrom , who owned a Lake Street sporting goods store , to sell the lures .
positive;Nokia , which has a strong track record in the lower-end handset market , said in July its touch-screen offering would come this year and be cheaper than rival models in order to tap into a higher-volume market .
positive;We aim to ensure that Vacon is in good shape when capital expenditure starts to pick up again , '' comments Vacon Plc President and CEO Vesa Laisi .
negative;Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .
negative;Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries .
positive;Sales climbed 19.2 pct to 1.002 bln eur , surpassing the 953 mln eur consensus figure .
positive;Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable .
positive;In a release , the Company said that Vocollect T2 customers in North America can now take advantage of its Voice Directed Warehousing solution and increase warehouse efficiency and productivity gains at a discounted price .
neutral;Marimekko makes all sorts of colorful little impulse buys `` umbrellas , baby bibs , change purses `` and they 're all for sale , the better to take advantage of shoppers who ca n't commit to furniture but want a piece of the action .
positive;Business boomed after Ostrom helped plant a small story about Rapala lures in a Life magazine issue that featured Marilyn Monroe on the cover .
positive;Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia .
positive;Paper maker Stora Enso Oyj said Friday it has been acquitted of charges that it participated in a paper price-fixing conspiracy in the United States .
positive;Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies .
positive;Metsaliitto said that it will book a minor gain of less than EUR1 .0 m from the transaction .
positive;The negotiations were carried out in a constructive manner , and all parties tried to find a solution to the situation .
positive;This is a much better process than using virgin paper as it requires less transportation of wood pulp from places like Finland and Canada .
positive;After the reporting period , BioTie North American licensing partner Somaxon Pharmaceuticals announced positive results with nalmefene in a pilot Phase 2 clinical trial for smoking cessation .
positive;`` Indo-Russia trade can cross the targeted 10 billion dollars by 2010 and double to 20 billion dollars by 2015 , if trade irritants and procedural hassles are resolved , '' the chamber said in its survey on obstacles to trade with Russia .
positive;`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon .
positive;18 May 2010 - Finnish electronics producer Elcoteq SE HEL : ELQAV said today that it has signed an extensive cooperation agreement on industrialisation , manufacturing , distribution and after-market services for mobile phones with Japan 's Sharp TYO : 6753 .
positive;Investors will continue being interested in the company 's share although it is not quite cheap , Affarsvarlden said .
neutral;Swedish telco TeliaSonera is teaming up with Friends , a Swedish organization against bullying , to fight bullying of children and teenagers via electronic channels .
neutral;`` Each year , personal entertainment plays a more significant role in determining whether a fitness facility 's workout experience is pleasurable or a chore , '' said Brian Wilson , director of marketing for Precor 's Entertainment & Services Division .
neutral;`` I see my new post as an inspiring challenge .
neutral;`` We will continue to make it easier for users to explore services on their handsets and will work towards bringing Internet to a wider range of devices including mid and low-end devices , '' said Kallasvuo .
neutral;Finland 's dominating rail company VR is planning to set the infected passengers for long-distance trip in a separate carriage .
positive;In complying with the European Water Framework Directive requirements , the pre-treatment unit will be fully renovated , including hydraulics of waste water inception , degridding , sand and grease removal and treatment and deodorization of the unit .
neutral;Our purchase to pay solutions enable companies to gain visibility and control over business-critical financial processes .
positive;So far , Mr. Galvan he has been able to avoid laying off workers .
neutral;The agreement must be approved by the Russian competition authorities before it enters into force .
neutral;The total amount of subscription prices was recorded in the fund for invested non-restricted equity .
negative;`` This is super nasty , '' said Eric Schultze , chief technology officer at Shavlik Technologies LLC , a St. Paul , Minn.-based maker of patch management tools .
neutral;Before Kemira 's installation NordAlu was producing 3,500 tons of liquid and solid aluminum waste per year .
neutral;He announced a `` solutions unit '' to speed co-operation in August , and shifted Simonson from finance chief to low-end phones in October .
neutral;It started with software that was capable of retrieving the data typed into the computer keyboard ( `` keyloggers '' ) , and then more complex mechanisms arrived on the scene , such as phishing and pharming .
negative;More than a third of the original participants dropped out due to nausea and other side effects .
neutral;Mr Skogster currently serves as the manager responsible for ABB Oy 's system modules for low voltage drives .
neutral;The Finnish company sold its UK operation - consisting of 50 staff in offices in London , Birmingham and Manchester - as part of a deal with Hampden in July 2001 for its European-wide property and casualty arm Sampo Industrial .
positive;The StoneGate UTM solution offers protection against inbound and outbound attacks .
neutral;- Counter your competitor 's strengths and target their weaknesses .
neutral;An appeal concerning the project has been lodged at the Czech Ministry of the Environment .
negative;Aspocomp has a large factory in China and a factory building project in India that was halted due to financing problems .
neutral;Founded in 2000 , BioView automates laboratory tests , especially diagnostic tests for cancer .
negative;F-Secure also point out the logical weakness in the sequenced numbers of a card approach that has apparently already been utilised .
neutral;It inspects the companys strategic strengths and weaknesses .
neutral;It 's even a little bit higher than Yara 's multiples on itself , ' an analyst in Helsinki said .
neutral;Kesko offers Hilton to open a hotel on Kalinisky prospect in a 18,000-square metres building because of these difficulties .
neutral;Key reasons to read this report : - Report contains only relevant information , leaving out excessive data .
positive;The completion of the recycling plant is an important link in the chain of creating a waste management system in the Dubna region that meets the EU standards .
neutral;The dollar bounced back after hitting another record low against the euro , which reached $ 1.41 for the first time .
neutral;The five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. It will also include apartments .
neutral;The new company will buy from Baltic Pearl CJSC a lease right to 8.1 hectares for the construction of a mall with a gross area of 140,000 sq m 1.5 million sq ft .
negative;The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 a.m. on Thursday .
neutral;The Stena Poseidon is a so-called Panamax tanker , designed to be able to pass through the narrow passages in the Panama Canal 's locks .
positive;Upon completion , Keskuskatu will form the backbone of Helsinki 's pedestrianised downtown area , linking up with the city 's other main pedestrian precincts .
negative;`` Uncommonly weak snow conditions in nearly every market have affected our first quarter result , '' Chief Executive Roger Talermo said .
negative;Danish company FLSmidth has acknowledged that it has violated a patent held by Finnish Metso .
negative;The liquidity providing was interrupted on May 11 , 2007 when Aspocomp Group Oyj 's shares traded below 0.50 cent ( Aspocomp 's stock exchange release 11.5.2007 ) .
positive;Markets had been expecting a poor performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki .
positive;The layoffs were aimed at reaching an annual savings target of 1.5 billion euros $ 2 billion by the end of 2010 .
positive;According to Finnish insurance companies Tapiola , Local Insurance Group ( L+Æhivakuutus ) , and Pohjola the two fierce storms at the end of July and in the beginning of August 2010 that felled trees around Finland have speeded up sales of forest insurance .
positive;Excluding non-recurring items , pre-tax profit surged 45 % to EUR80m .
neutral;As a result of the cancellation , the maximum increase of Citycon 's share capital on the basis of the convertible bonds decreased from EUR 23,383,927.80 to EUR 22,901,784.75 .
negative;ADP News - Feb 13 , 2009 - Finnish retailer Kesko Oyj HEL : KESBV said today its total sales , excluding value added tax VAT , stood at EUR 661.3 million USD 853.1 m in January 2009 , down 15.2 % year-on-yea
negative;The low capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced .
positive;Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 .
positive;`` In the newly formed company YIT Stavo the local contact network , expertise and market know how of Euro Stavokonsult will be combined with YIT 's housing concept , '' said Juha Kostiainen , Yit 's Vice President , Corporate Communications and Business Development .
positive;"A & euro ; 4.8 million investment in 13.6 % of Lewa netted Deutsche Beteiligungs & euro ; 21 million ."
positive;In China , Finnish Kone that provides elevators , escalators , and solutions for modernisation and maintenance will build 342 escalators that will be installed in a high-speed railway section between Beijing and Shanghai in a 1.5 years ' time .
positive;According to PKC , the acquisition would bring a significant addition to PKC 's customer base .
positive;Airbus has 100 firm orders for the A350 and 89 nonbinding commitments .
neutral;Aspo 's net sales in 2006 totaled EUR 225.9 million .
positive;At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .
neutral;Both companies ' existing investment plans will be coordinated .
positive;Both the net sales and operating profit were record high in the company 's history .
neutral;E 's building system service had revenue of EUR 355 mln in 2007 .
positive;Elcoteq 's stock of orders has stabilised in the past weeks , Mr Krippl said .
neutral;Export accounts for about one tenth of the company 's annual turnover of one billion kroons .
positive;Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said .
positive;Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete .
neutral;For 2009 , Incap expects revenue of some EUR 70 million .
positive;Full-year net sales are expected to increase by approximately 10 % , the company said .
neutral;In 2006 the company 's net sales amounted to approximately EUR259m and it has some 8,000 employees .
neutral;In 2009 , KONE had annual net sales of EUR 4.7 billion and approximately 34,000 employees .
positive;In addition to the Indian market , the new plant will serve Salcomp 's customers globally , the company said .
positive;in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier .
positive;In the beginning of this year , Wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel .
neutral;In the second quarter of 2009 , net sales through operator business partners represented 47 % of the Group 's total net sales .
positive;India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 .
positive;Instead , Elcoteq has signed a non-binding Letter of Intent with another Asian strategic investor .
neutral;International operations accounted for over 80 % of net sales .
neutral;Latin America currently accounts for approximately 40 % of sales at Finnish BSS-OSS and VAS supplier for telecoms operators Tecnotree , company president and CEO Eero Mertano told BNamericas .
positive;Lithuanian beer makers sold 256.88 million liters of beer in 2005 , a rise of 4.5 per cent from the year-earlier figure of 245.92 million liters .
positive;Loss after taxes amounted to EUR 1.2 mn compared to a loss of 2.6 mn .
neutral;Net sales in 2010 were about EUR 2.0 billion , of which international operations accounted for roughly a quarter .
positive;Net sales revenue per passenger is expected to increase .
neutral;Nokia OYJ 's production site at Bochum , Germany , posted profit before interest of 134 mln eur for 2007 , Capital reported in an excerpt of an article to be released tomorrow , citing internal documents .
neutral;Operating income was EUR -24.9 mn , including EUR 15.3 mn of restructuring expenses .
neutral;Operating profit for the quarter April-June 2006 amounted to EUR42 .9 m on net sales of EUR156 .3 m.
neutral;Poyry 's net sales in 2007 amounted to about EUR 720 million and it employs 7400 experts .
positive;Return on investment was 16.6 % compared to 15.8 % in 2004 .
neutral;Roshan 's net sales in 2006 were $ 191 million and EBITDA was $ 66.5 million .
positive;Self-service and automation are in a bigger role now and Fujitsu 's global resources will be exploited effectively .
neutral;The Board of Directors proposes to the Shareholders ' Meeting on 18 March 2010 that the company would pay dividend for the financial year January 1 - December 31 , 2009 , EUR 0.02 per share .
neutral;The company , employing 6,400 , reported net sales of 620 mln euro $ 823.2 mln for 2006 .
positive;The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04 .
neutral;The company reported net sales of EUR550m in 2005 and had some 3,200 employees .
neutral;The company 's net sales in 2010 totalled MEUR 311.4 with an operating margin of 13.9 per cent .
neutral;The company will pay a dividend of EUR 0.50 per share , a total of EUR 14mn .
neutral;The decision of Tekes was based on , among other , the following grounds : the project has a significant impact on the business development of the company .
neutral;The estimated turnover of the new company is LVL 2,5 million EEK 40 million .
neutral;The Finnish company claims to have over a quarter of a million contented Tulikivi fireplace business and homeowners worldwide .
neutral;The four-year contract between the bank and Ski Sport Finland will bring the bank 's advertisements to skiers helmets and caps .
neutral;The Group , with net sales of EUR 235 million in 2009 , employs more than 2 000 people in 33 countries .
neutral;The group had an order book of EUR 7.74 mn at the end of 2007 .
positive;The insurer anticipates its share in Nordea 's net profit to be significant .
positive;The item included restructuring costs of EUR1 .6 m , while a year earlier they were EUR13 .1 m. Diluted EPS stood at EUR0 .3 versus a loss per share of EUR 0.1 .
positive;The new office , located in Shenzhen , will strengthen Vaisala 's already 10-year old presence in China .
positive;The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .
positive;The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .
neutral;The report also said Nokia 's operations comprising the sites at Bochum , Ulm , Dusseldorf , Munich and Frankfurt posted operating profit after interest of 246 mln eur .
positive;The subdivision made sales revenues last year of EUR 480.7 million EUR 414.9 million in 2008 , and operating profits of EUR 44.5 million EUR 7.4 million .
neutral;The value of orders on hand totaled EUR 237.1 mn .
neutral;The value of the confirmed aircraft orders totals EUR 2bn .
positive;Vaahto , which has entered the deal via its subsidiary Vaahto Pulp & Paper Machinery , will supply two of the units in the end of 2010 , while the remaining ones are expected for delivery in the beginning of 2011 .
positive;Via the move , the company aims annual savings of some EUR 3 million USD 4.3 m , the main part of which are expected to be realized this year .
positive;Viking Line manages well with its current ferries .
positive;SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ) .
positive;` Very recommendable ' is the Nokian Z G2 according to the ` ADAC judgement ' in the latest summer tyre test of the German automobile association ADAC .
neutral;`` In Ukraine , too , we act as a partner for major bakery clients in both production and product development .
positive;`` Neste Oil is working with over 20 research communities in Europe , America , Africa , Asia , and Australia to develop and introduce new raw materials .
positive;`` The announced investment of the carmaker Hyundai for example sounds optimistically for us as of course new cars mean new tires . ''
neutral;`` They 've already allocated money for the inventory .
positive;3 January 2011 - Finnish flag carrier Finnair Oyj ( HEL : FIA1S ) said today it sealed a nine-year sale and leaseback agreement for its newest Airbus A330 aircraft for syndication into the Japanese operating lease market .
positive;According to ACNielsen 's ScanTrack study for the period week 10 of 2005 to week 9 of 2006 , Coca-Cola is the market leader in soft drinks in Finland .
positive;Finnish Ahlstrom Corporation has ordered key production equipment for a new glass nonwovens production line at its Russian Tver Mill from Finnish Vaahto Pulp & Paper Machinery ( that is part of Vaahto Group ) .
neutral;Finnish navigation device manufacturer Benefon that is changing its name to GeoSentric reports net sales of about EUR 1.1 mn in the second quarter of 2007 .
positive;Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .
positive;Finnish-Swedish TietoEnator is expanding its business quickly in Russia .
positive;H+_kan Dahlstr+¦m , head of mobility services at TeliaSonera , has forecast that mobile data volume on the TeliaSonera network in Sweden will rise eight-fold to 200,000 TB by 2014 .
neutral;The order for plywood mill machinery and equipment announced by Finnish Raute in September 2006 will be delivered to Thebault Plyland in France .
positive;According to M-real 's CEO , Mikko Helander , this transaction will enable the company to proceed swiftly with its restructuring program .
positive;According to Olvi 's Managing Director Lasse Aho , the company has an ongoing MMX Plus project that aims to find growth outside Finland .
neutral;According to Scanfil 's President Harri Takanen , Scanfil 's investment activity proceeded according to the strategy on several fronts in 2010 .
positive;Acquisitions have been made and businesses have been well integrated .
neutral;Alma Media 's net sales in 2009 totalled MEUR 307.8 with an operating margin of 13.5 per cent .
neutral;Aspokem posted an operating profit of 2.7 mln euro ( $ 3.5 mln ) and net sales of 89.1 mln euro ( $ 116.8 mln ) in 2006 .
neutral;Auburn 's sales in 2007 were CAD 41 million ( approximately EUR 27 million ) , and the company employs some 150 people .
positive;Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system .
positive;Cargotec Corporation , Press Release , April 28 , 2008 at 2.00 p.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant hatch cover orders for bulk carriers .
neutral;Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 10,500 people .
positive;Commencing the construction works of Pearl Plaza is a significant step in our Russian projects .
neutral;CORPORATE IT UPDATE - ( C ) 1995-2009 M2 COMMUNICATIONS LTD Finnish technology group Teleste Corporation ( OMX Helsinki : TLT1V ) reported on Wednesday ( 4 February ) an operating profit of EUR5 .6 m on net sales of EUR108 .7 m for the year 2008 .
positive;Cost savings will then rise to some 20 mln eur a year from 2007 , OKO said .
positive;"Cramo Group 's financial targets for 2010-2013 are sales growth higher than 10 percent per year ; return on equity above 15 percent ."
neutral;Cymed 's net sales are expected to amount to EUR 3.5 mn in 2006 .
neutral;Delhaize Le Lion has selected the Aldata G.O.L.D. Vocal PDA solution on the Motorola WT4090 PDA terminal .
positive;Diluted loss per share stood at EUR 0.15 versus EUR 0.26 .
positive;Efficiency programs totalling 100 million euros are under way in Finnair .
neutral;Elcoteq 's revenues in 2007 were approximately EUR 120 million .
positive;Elektrobit ( EB ) has renewed its IT infrastructure contract with ICT services provider Fujitsu Services for EB 's Patja service .
positive;European traffic grew nearly 30 % .
neutral;Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) reported on Friday ( 15 August ) an operating profit of EUR65 .0 m on net sales of EUR342 .9 m for the period January-June 2008 .
neutral;Finnish aluminium products manufacturer Nordic Aluminium Plc ( OMX Helsinki : NOA1V ) reported on Monday ( 18 August ) an operating profit of EUR7 .9 m on net sales of EUR55 .2 m for the period January-June 2008 .
neutral;Finnish component supplier Componenta Corporation ( OMX Helsinki : CTH1V ) reported on Tuesday ( 15 July ) an operating profit of EUR46 .2 m on net sales of EUR386 .0 m for the financial period January-June 2008 .
positive;Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London .
positive;Finnish financial software developer Basware Oyj said today it will provide its invoice automation ( IA ) solution to an unnamed major retail company in the USA in a deal , worth more than EUR300 ,000 .
positive;Finnish forest machinery and equipment maker Ponsse Oyj said on October 5 , 2007 it will deliver a total of 67 cut-to-length method forest machines and 44 harvester heads to Brazilian paper maker Bahia Pulp and to unnamed Uruguayan wood harvesting contractors .
neutral;Finnish glass technology group Glaston Corporation ( OMX Helsinki : GLA1V ) reported on Thursday ( 14 August ) an operating profit of EUR6 .5 m on net sales of EUR201 .5 m for the period January-September 2008 .
neutral;Finnish logistics and information solutions provider Done Solutions Corporation ( OMX Helsinki : DSO1V ) reported on Wednesday ( 29 October ) an operating profit of EUR3 .6 m on net sales of EUR35 .1 m for the period January-September 2008 .
positive;Finnish Metso will supply new wood handling and bleaching lines , as well as a rebuild of the kraft liner washing line for Klabin 's Tel+—maco Borba mill in the Brazilian state of Paran+è .
neutral;Finnish software company QPR Software Plc ( OMX Helsinki : QPR1V ) reported on Thursday ( 23 October ) an operating profit of EUR63 ,000 on net sales of EUR1 .5 m for the third quarter 2008 .
positive;Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007 .
positive;Finnish-owned contract manufacturer of electronics Elcoteq Hungary Kft has announced plans to recruit more than 650 new staffers to fulfill new orders in P+_cs , where the company has two plants .
neutral;Following the payment made in April , the company has a total of EUR 23.0 million in loans from financial institutions .
positive;For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year .
positive;For Telenor , the three and a half year contract is worth an estimated 12.6 m. YIT has chosen Telenor and Elisa as its principal suppliers of ICT solutions in Norway , Sweden , Denmark and Finland .
neutral;For the fiscal year ending September 30 , 2009 the revenue from these customers was $ 10.012 million or around 11.0 % of the transportation group 's revenue .
neutral;Galeria Podlaska , a shopping mall on Wysockiego Street in Bia ` ystok , is approximately 60-percent leased or reserved .
positive;However , he expects banks to provide alternative financing .
neutral;In 2005 the bank posted a net profit of Lt 8.2 mn .
neutral;In 2006 , TeliaSonera net sales were SEK 91 bn , EBITDA was SEK 32.266 bn , net income was SEK 19.28 bn .
neutral;In 2007 , Alma Media 's operating profit was about EUR 53mn .
neutral;In 2007 , almost two thirds of Orion 's net sales came from these drugs .
neutral;In 2007 , Huhtamaki will continue to invest in organic growth .
positive;In 2007 , Marimekko has also opened concept stores in Yokohama and Nagoya , central Japan , in Silver Spring in metropolitan Washington DC , USA , in Graz , central Austria , and in Aalborg , northern Denmark .
neutral;In 2007 , the Group 's net sales stood at EUR 22 million and it had about 150 employees at the end of June , 2008 .
positive;In 2008 , the deal is likely to bring savings of EUR 20mn-25mn .
neutral;In 2009 , it reported net sales of approximately EUR 6mn .
neutral;In 2010 , the Marimekko Group s net sales were EUR 73,297 thousand ( EUR 72,473 thousand ) and operating profit was EUR 8,169 thousand ( EUR 6,291 thousand ) .
neutral;In beers , Olvi retained its market position .
neutral;In January-September 2007 , operating profit totaled EUR 20.5 mn .
positive;In Middle East & North Africa , Tecnotree has grown considerably in the recent years .
positive;in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year .
positive;In the end of 2006 , the number of outlets will rise to 60-70 .
positive;In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year .
positive;Incap Contract Manufacturing Services Private Limited has inked agreements with six new customers in India .
positive;It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago .
positive;It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 .
positive;It also turned to earnings per share ( EPS ) of EUR 0.08 versus loss per share of EUR 0.04 .
neutral;It appears from statistics of the Technical Surveillance Authority that customers who switch service providers mostly transfer their numbers to Elisa 's network .
neutral;It expects revenue between $ 8.4 billion and $ 8.7 billion , compared to analyst estimates of $ 8.67 billion .
positive;It is in line with its plans to focus on selected growth segments and streamline corporate structure .
positive;It projected revenue of $ 2.2 billion to $ 2.3 billion , slightly higher than analyst estimates of $ 2.19 billion .
positive;It will also strengthen Ruukki 's offshore business .
positive;It will combine and renew the contents and functionality of the current systems for funding and online service as well as their maintenance .
positive;Jens Schulte-Bockum , Vodafone 's global director of terminals , said the company expects to sell one to two million of the Vodafone 125 and 225 models in the first year of launch , and potentially tens of millions over the lifetime of the device .
positive;Juha Jordan , chief engineer at Glaston , said one of the reasons for choosing Vacon as a global AC drives supplier is that it has service and support centres in the same countries where Glaston operates .
positive;Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` Mobility Business Suite represents a significant milestone in the company 's offering to the telecommunications industry .
neutral;Kemira will supply the additional volumes of iron coagulants from the company 's plant at Helsingborg , Sweden .
positive;Last month , Outokumpu sold more than 80 percent of its technology unit , Outokumpu Technology Oyj , to further its strategic goal of becoming the world 's largest stainless steel maker .
positive;Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker .
positive;MADISON , Wis. , Feb. 6 - PRNewswire - -- Fiskars announces that the United States Patent and Trademark Office has granted a trademark registration for the color orange on its iconic scissor handles .
positive;MANAVIGATOR-September 7 , 2010-Kemira unveils Indian JV with IVRCL Finnish chemicals group Kemira ( HEL : KRA1V ) on Tuesday announced it has inked a deal to form a joint venture in India with local construction firm IVRCL Infrastructure and Projects Ltd ( BOM :530773 ) .
neutral;Metso will provide a recovery boiler with a capacity of 6,800 tonnes of dry solids per day and an evaporation plant with six thermal stages and a capacity of 1,600 tonnes per hour .
positive;Metso will supply the equipment for two process lines at Northland Resources ' new Kaunisvaara iron ore project in Sweden which exploits Tapuli and Sahavaara iron ore deposits .
positive;M-real 's sales are expected to have increased by 4 % year-on-year to EUR609m in the second quarter of 2010 .
positive;NAVTEQ has a commanding lead in installed map data systems in North American vehicles and may be the leader in turn-by-turn navigation data offered by services such as OnStar in North America , said analyst Phil Magney of Telematics Research Group in Minnetonka , Minn. .
positive;Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .
positive;Net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier .
neutral;Net profit in the period in 2009 was ( EURO ) 29 million .
neutral;Net profit in the same period in 2006 was 36.6 million euros .
neutral;Net profit in the same period in 2006 was (  x20ac ) 172 million .
positive;Net profit was 35.5 mln compared with 29.8 mln .
neutral;Net sales are expected to remain on the same level as in 2007 .
neutral;Net sales by the Sata-Flexo Group came to some EUR4 .3 m in 2007 , and the group companies employed a total of 40 people .
neutral;Net sales in 2006 totaled EUR 302 million and the operating margin was 16 % .
positive;Net sales in 2007 are expected to be 10 % up on 2006 .
neutral;Net sales in 2007 totalled EUR 329 million and the operating margin was over 19 % .
neutral;Net sales in 2008 are expected to be on the same level as in 2007 .
neutral;Net sales of the Lehdentekijat unit was approximately EUR 14 million in 2007 and it had 70 employees .
positive;Nokia bought Chicago-based Navteq in 2008 , acquiring a maps database to compete with Google s maps as well as with navigation device companies such as TomTom NV and Garmin Ltd. .
neutral;Nokia Corp of Finland Tuesday said it has received a unified device managment contract with Finnish operator Elisa Oyj .
neutral;Nokia has enough users to do just as well .
neutral;Of this , EUR 38.8 mn was net interest income .
neutral;OMEO ( www.omeo.se ) employs 55 and expects net sales of some 23 mln euro ( $ 29.8 mln ) for fiscal 2006-2007 , ending April 30 , 2007 .
positive;Operating loss was EUR 179mn , compared to a loss of EUR 188mn in the second quarter of 2009 .
neutral;Operating profit for the quarter April-June 2006 amounted to EUR182 .2 m on sales of EUR3 .62 bn .
neutral;Operating profit totaled EUR 18.6 mn or 8.3 % of net sales .
positive;Operating profit was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009 .
positive;Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 .
positive;Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 .
positive;Pretax profit totalled EUR 80.8 mn , compared to a loss of EUR 13.1 mn in the corresponding period in 2009 .
positive;Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .
neutral;Previously , Vaahto Pulp has supplied headboxes with rectifier roll and dilution control technology for Stora Enso 's mill in Imatra , eastern Finland .
positive;Production will expand to other of Elcoteq 's locations including Mexico and Hungary during 2010 .
neutral;Profit of the accounting period was EUR 0.3 mn .
positive;Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .
positive;Re-use back into PET bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 , Petcore said previously .
neutral;Russia accounted for 9 % of the Lagardere magazine division 's revenue , or EUR 114.40 mn ( USD 148.11 mn ) in 2009 , the USA - for 18 % .
positive;Sales are expected to increase in the end of the year 2006 , however .
positive;Satama 's net sales would be higher than the year before .
neutral;Scanfil expects net sales in 2008 to remain at the 2007 level .
positive;SINGAPORE ( ICIS ) -- ( 1 ) Kemira and Indian water infrastructure firm ( 2 ) IVRCL have agreed to form a join venture which includes a new inorganic coagulant manufacturing facility in Andhra Pradesh state , India , the Finnish water treatment chemicals maker said on Tuesday .
neutral;So , at the present time Nokian tires had the contract of tires production in China .
neutral;Solvay S.A. has engaged Poyry to provide project management , engineering , procurement , and site services for a hydrogen peroxide production plant to be built by a Solvay-BASF joint venture at BASF 's Zandvliet site , Belgium .
positive;SOUTHFIELD , Mich. -- Central Corporate Credit Union will again distribute patronage dividends to members by waiving all service fees incurred during the months of July and November 2008 , to the tune of an estimated $ 1 million .
positive;SRV will raise its holding in the company so that by the summer of 2008 , it will have a majority .
positive;Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said .
positive;Tallink claims the watertight doors of both Vana Tallinn and Regina Baltica , including their electrical systems , are fully in working order .
